comp,func,id
gear,transfer mechanical,225
unclassified,transfer mechanical,225
belt,transfer mechanical,225
wheel,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
gear,transfer mechanical,225
unclassified,transfer mechanical,225
unclassified,transfer mechanical,225
pulley,transfer mechanical,225
pulley,transfer mechanical,225
carousel,transfer mechanical,225
unclassified,transfer mechanical,225
unclassified,transfer mechanical,225
gear,transfer mechanical,225
wheel,transfer mechanical,225
rake,transfer mechanical,225
wheel,transfer mechanical,225
heating element,actuate electrical,305
seal,actuate solid-liquid-gas,305
seal,actuate status,305
heating element,change solid-liquid,305
material filter,condition solid-liquid,305
circuit board,convert human energy,305
screw,couple solid,305
screw,couple solid,305
screw,couple solid,305
housing,couple solid,305
cap,couple solid,305
screw,couple solid,305
screw,couple solid,305
screw,couple solid,305
housing,couple solid,305
screw,couple solid,305
handle,couple solid,305
screw,couple solid,305
nut-bolt,couple solid,305
bracket,couple solid,305
screw,couple solid,305
circuit board,couple solid,305
cover,couple solid,305
screw,couple solid,305
screw,couple solid,305
tube,couple solid,305
screw,couple solid,305
heating element,couple solid,305
bracket,couple solid,305
screw,couple solid,305
screw,couple solid,305
heating element,couple solid,305
screw,couple solid,305
housing,couple solid,305
container,distribute thermal,305
container,export solid,305
cover,export solid,305
cover,guide solid,305
cover,guide solid,305
seal,guide solid,305
lever,guide solid,305
lever,guide solid,305
tube,guide solid,305
cap,guide solid,305
tube,guide solid,305
cover,guide solid,305
electric cord,import electrical,305
visual indicator,import human energy,305
cover,import solid-liquid,305
unclassified,import solid-liquid,305
cover,import solid-liquid,305
container,mix solid-liquid,305
container,position solid,305
housing,position solid,305
tube,position solid,305
belt,position solid,305
container,position solid,305
handle,position solid,305
cap,position solid,305
seal,position solid,305
seal,position solid,305
spring,position solid,305
cap,position solid,305
cap,position solid,305
bracket,position solid,305
thermal plate,position solid,305
seal,position solid,305
tube,position solid,305
electric cord,position solid,305
seal,position solid,305
tube,position solid,305
tube,position solid,305
seal,position solid,305
support,secure solid,305
visual indicator,secure solid,305
cap,secure solid,305
cap,secure solid,305
electric cord,secure solid,305
cap,secure solid,305
unclassified,secure solid,305
lever,sense status,305
container,separate solid-liquid,305
container,store solid,305
housing,store solid-liquid,305
container,store solid-liquid,305
tube,store solid-liquid,305
circuit board,store status,305
heating element,supply electrical,305
electric cord,supply electrical,305
tube,transfer solid-liquid,305
tube,transfer solid-liquid,305
tube,transfer solid-liquid,305
cap,transfer solid-liquid,305
tube,transfer solid-liquid,305
lever,transfer status,305
lever,transfer status,305
heating element,transfer thermal,305
electric switch,actuate control,306
electric switch,actuate electrical,306
container,actuate solid-liquid,306
cover,actuate solid-liquid,306
seal,actuate solid-liquid,306
heating element,change solid-liquid,306
system,contain electrical,306
system,contain human energy,306
system,contain human material,306
system,contain liquid,306
system,contain thermal,306
heating element,convert electrical,306
electric switch,convert human energy,306
screw,couple solid,306
screw,couple solid,306
screw,couple solid,306
housing,couple solid,306
housing,couple solid,306
handle,couple solid,306
screw,couple solid,306
housing,couple solid,306
clamp,couple solid,306
screw,couple solid,306
guiders,couple solid,306
screw,couple solid,306
support,couple solid,306
screw,couple solid,306
unclassified,couple solid,306
cover,couple solid,306
cover,couple solid,306
container,distribute thermal,306
container,export solid,306
container,guide solid,306
thermal insulator,guide solid,306
handle,guide solid,306
cover,guide solid,306
seal,guide solid,306
tube,guide solid,306
electric cord,import electrical,306
electric switch,import human energy,306
cover,import solid,306
cover,import solid-liquid,306
container,mix solid,306
container,mix solid-liquid,306
container,position solid,306
container,position solid,306
support,position solid,306
thermal plate,position solid,306
guiders,position solid,306
cover,position solid,306
electric wire,secure solid,306
housing,secure solid,306
clamp,secure solid,306
seal,secure solid,306
tube,secure solid,306
seal,secure solid,306
seal,secure solid,306
guiders,secure solid,306
electric switch,secure solid,306
tube,secure solid,306
tube,secure solid,306
electric wire,secure solid,306
container,separate solid-liquid,306
container,separate solid-liquid,306
container,store solid,306
housing,store solid-liquid,306
container,store solid-liquid,306
tube,store solid-liquid,306
electric wire,supply electrical,306
electric wire,supply electrical,306
tube,transfer solid-liquid,306
tube,transfer solid-liquid,306
tube,transfer solid-liquid,306
thermal plate,transfer thermal,306
circuit board,actuate electrical,307
cover,actuate solid-liquid,307
valve,actuate solid-liquid,307
heating element,change solid-liquid,307
system,contain electrical,307
system,contain human energy,307
system,contain human material,307
system,contain liquid,307
cover,contain solid-liquid,307
system,contain thermal,307
heating element,convert electrical,307
circuit board,convert human energy,307
circuit board,convert status,307
screw,couple solid,307
screw,couple solid,307
belt,couple solid,307
screw,couple solid,307
screw,couple solid,307
cap,couple solid,307
screw,couple solid,307
screw,couple solid,307
reservoir,distribute thermal,307
support,distribute thermal,307
reservoir,export solid,307
housing,export solid,307
reservoir,guide solid,307
housing,guide solid,307
housing,guide solid,307
housing,guide solid,307
handle,guide solid,307
valve,guide solid,307
electric cord,import electrical,307
electric switch,import human energy,307
electric switch,import human energy,307
housing,import solid,307
reservoir,mix solid-liquid,307
cover,position solid,307
reservoir,position solid,307
belt,position solid,307
reservoir,position solid,307
handle,position solid,307
support,position solid,307
circuit board,position solid,307
valve,position solid,307
heating element,position solid,307
bracket,position solid,307
support,position solid,307
thermal insulator,position solid,307
housing,secure solid,307
housing,secure solid,307
tube,secure solid,307
reservoir,separate solid-liquid,307
reservoir,store solid,307
housing,store solid-liquid,307
reservoir,store solid-liquid,307
circuit board,store status,307
electric cord,supply electrical,307
tube,transfer solid-liquid,307
tube,transfer solid-liquid,307
heating element,transfer thermal,307
support,transfer thermal,307
electric switch,actuate electrical,311
electric switch,actuate status,311
electric cord,change electrical,311
system,collect electrical,311
system,collect human energy,311
system,collect human material,311
system,collect solid,311
electric motor,convert electrical,311
electric switch,convert human energy,311
fan,convert rotational,311
screw,couple solid,311
screw,couple solid,311
solder,couple solid,311
housing,export human energy,311
housing,export human energy,311
container,export solid,311
housing,guide human energy,311
housing,guide human energy,311
nozzle,guide mixture,311
tube,guide pneumatic,311
electric cord,import electrical,311
housing,import human energy,311
housing,import human energy,311
electric switch,import human energy,311
guiders,import mixture,311
housing,position solid,311
tube,position solid,311
housing,position solid,311
support,position solid,311
nozzle,position solid,311
housing,position solid,311
housing,secure solid,311
electric motor,secure solid,311
housing,secure solid,311
seal,secure solid,311
container,separate mixture,311
container,separate mixture,311
battery,store electrical,311
container,store solid,311
electric wire,transfer electrical,311
electric wire,transfer electrical,311
electric wire,transfer electrical,311
circuit board,transfer electrical,311
electric plug,transfer electrical,311
electric cord,transfer electrical,311
electric wire,transfer electrical,311
electric switch,actuate control,319
electric switch,actuate electrical,319
electric wire,actuate electrical,319
distributor,change electrical,319
output electrical energy,change electrical,319
belt,change mechanical,319
gear,change mechanical,319
ic motor,convert chemical,319
gear,convert control,319
pneumatic pump,convert control,319
ic motor,convert electrical,319
assembly,convert human energy,319
ic motor,convert mechanical,319
ic motor,convert mechanical,319
em sensor,couple solid,319
container,couple solid,319
light source,couple solid,319
guiders,couple solid,319
securer,couple solid,319
fan,couple solid,319
mixer,couple solid,319
converter,couple solid,319
container,couple solid,319
tube,couple solid,319
cover,couple solid,319
